Date,Time,Receipt Number,Transaction,Item,Payment Method
19-12-2122,18:29:51,1O5JB8,5,bon cabe(bubuk cabe),Cash
19-12-2122,17:55:27,1O5JB7,2,pepsodent,Other EDC
19-12-2122,17:52:58,1O5JB6,4,head&shoulder,GoFood
19-12-2122,17:41:12,1O5JB5,1,lifebuoy(sabun mandi cair),Cash
19-12-2122,17:11:19,1O5JB4,2,lifebuoy(shampoo),Cash
19-12-2122,16:47:55,1O5JB3,3,shinzui(sabun mandi),Cash
19-12-2122,16:22:11,1O5JB2,4,biore(sabun muka),BCA
19-12-2122,16:21:11,1O5JB1,2,lifebuoy(sabun mandi batangan),Cash
19-12-2122,16:18:15,1O5JB1,4,sunlight,Cash
19-12-2122,16:14:21,1O5JAZ,1,lux(sabun mandi),CIMB NIAGA
19-12-2122,16:12:12,1O5JAY,2,sunsilk(shampoo),Cash
19-12-2122,16:11:11,1O5JAX,3,pantene(shampoo),Cash
19-12-2122,14:55:12,1O5JAW,4,lux(sabun mandi),Cash
19-12-2122,14:51:59,1O5JAV,5,biore(sabun mandi),Gopay
19-12-2122,14:21:41,1O5JAU,2,kacang sukro,Cash
19-12-2122,13:35:59,1O5JAT,4,kuaci,Cash
19-12-2122,13:13:29,1O5JAS,1,kacang kulit,Cash
19-12-2122,13:11:15,1O5JAR,2,lays,Gopay
19-12-2122,12:55:22,1O5JAQ,2,chitato,Cash
19-12-2122,12:51:15,1O5JAP,4,superstar,Cash
19-12-2122,12:48:13,1O5JAO,1,momogi,GoFood
19-12-2122,12:43:21,1O5JAN,2,yupi,Gopay
19-12-2122,12:41:48,1O5JAM,3,astor,Gopay
19-12-2122,12:13:46,1O5JAL,4,siip,Cash
19-12-2122,11:56:19,1O5JAK,2,helo panda,Gopay
19-12-2122,11:53:21,1O5JAJ,4,poki poki,Cash
19-12-2122,11:46:16,1O5JAI,1,top,BNI
19-12-2122,11:32:11,1O5JAH,2,oreo,Cash
19-12-2122,11:14:11,1O5JAG,3,selai olai,Cash
19-12-2122,11:19:24,1O5JAF,4,selai olai,Gopay
19-12-2122,11:18:15,1O5JAE,5,malkis roma,Cash
19-12-2122,11:45:18,1O5JAD,2,tik tik,Gopay
19-12-2122,11:31:39,1O5JAC,2,krisbee,Gopay
19-12-2122,11:13:49,1O5JAB,4,sponge,Cash
19-12-2122,9:57:56,1O5JAA,1,chocopie,Cash
19-12-2122,9:31:45,1O5JA9,2,jetz,Cash
18-12-2122,22:29:44,1O5JA8,3,chiki ball,Gopay
18-12-2122,22:11:41,1O5JA7,4,chitato lite,GrabFood
18-12-2122,21:31:18,1O5JA6,5,kusuka,Cash
18-12-2122,21:25:38,1O5JA5,2,piattos,Cash
18-12-2122,21:11:47,1O5JA4,4,time break,Cash
18-12-2122,21:11:12,1O5JA3,1,tango,Cash
18-12-2122,21:41:41,1O5JA2,2,fanta,Cash
18-12-2122,21:35:41,1O5JA1,3,sprite,Gopay
18-12-2122,21:19:19,1O5JA1,2,roma arden,Gopay
18-12-2122,19:37:54,1O5J9Z,4,kalpa,Cash
18-12-2122,19:31:44,1O5J9Y,1,le minerale,Cash
18-12-2122,19:26:17,1O5J9X,2,mizone,Cash
18-12-2122,19:17:45,1O5J9W,3,pocari sweat,Cash
18-12-2122,19:11:29,1O5J9V,2,tim tam,Cash
18-12-2122,19:11:16,1O5J9U,4,tisu,Cash
18-12-2122,19:17:41,1O5J9T,1,kapas,Other
18-12-2122,18:53:26,1O5J9S,2,pembersih muka,Gopay
18-12-2122,18:51:44,1O5J9R,3,marina hand&body,Gopay
18-12-2122,18:38:49,1O5J9Q,4,lovely hand&body,Cash
18-12-2122,18:36:25,1O5J9P,5,vaseline hand&body,BCA
18-12-2122,17:41:36,1O5J9O,2,citra hand&body,Gopay
18-12-2122,17:29:45,1O5J9N,4,nivea deodorant,Cash
18-12-2122,17:26:53,1O5J9M,1,nivea hand&body,Gopay
18-12-2122,17:21:44,1O5J9L,2,rexona,Cash
18-12-2122,17:13:59,1O5J9K,3,posh body spray,BCA
18-12-2122,17:19:26,1O5J9J,4,clear shampoo,Cash
18-12-2122,17:11:51,1O5J9I,5,posh deodorant,Cash
18-12-2122,16:51:18,1O5J9H,2,bellagio parfume,Cash
18-12-2122,16:51:19,1O5J9G,2,fres parfume,Cash
18-12-2122,16:48:44,1O5J9F,4,vitalis parfume,Cash
18-12-2122,16:41:14,1O5J9E,1,fresh tea,Cash
18-12-2122,16:15:48,1O5J9D,2,cassablanca prafume,Other
18-12-2122,14:34:24,1O5J9C,3,eskulin parfume,Gopay
18-12-2122,14:24:55,1O5J9B,4,evangeline parfume,Cash
18-12-2122,13:45:54,1O5J9A,2,marina parfume,Cash
18-12-2122,13:41:27,1O5J99,4,izi parfume,Mandiri
18-12-2122,13:31:27,1O5J98,1,permen relaxa,Gopay
18-12-2122,13:26:17,1O5J97,2,permen kopiko,Cash
18-12-2122,13:25:14,1O5J96,3,Permen blaster,Gopay
18-12-2122,13:19:48,1O5J95,2,Permen tamarin,Gopay
18-12-2122,13:17:48,1O5J94,4,Permen kiss,Cash
18-12-2122,13:17:15,1O5J93,1,Permen big babel,Mandiri
18-12-2122,13:12:58,1O5J92,2,Permen hot hot,GoFood
18-12-2122,11:11:47,1O5J91,3,Permen milkita,Cash
18-12-2122,11:41:43,1O5J91,4,kue cucur,Cash
18-12-2122,9:29:43,1O5J8Z,2,kue lapis,Cash
18-12-2122,1:11:12,1O5J8Y,4,kopi abc,Cash
17-12-2122,22:44:47,1O5J8X,1,kopi kapal api,Gopay
17-12-2122,22:42:11,1O5J8W,2,kerupuk kulit,Gopay
17-12-2122,22:21:59,1O5J8V,3,"arem""",Cash
17-12-2122,22:18:21,1O5J8U,4,nasi ayam,Cash
17-12-2122,22:17:57,1O5J8T,5,chocolatos,Gopay
17-12-2122,22:12:53,1O5J8S,2,kopi good day,Gopay
17-12-2122,22:12:12,1O5J8R,4,teh pucuk,Cash
17-12-2122,21:56:29,1O5J8Q,1,aqua 351ml,Cash
17-12-2122,21:11:12,1O5J8P,2,good time,Cash
17-12-2122,21:17:47,1O5J8O,3,sarden,BCA
17-12-2122,21:15:36,1O5J8N,4,telur,Cash
17-12-2122,21:57:25,1O5J8M,2,es teh,BCA
17-12-2122,21:23:11,1O5J8L,4,susu cokelat,Cash
17-12-2122,21:13:53,1O5J8K,1,susu vanilla,Cash
17-12-2122,21:19:16,1O5J8J,2,nagasari,Cash
17-12-2122,19:49:37,1O5J8I,3,usus crispy,Cash
17-12-2122,19:11:42,1O5J8H,4,nextar,Other
17-12-2122,18:56:22,1O5J8G,5,pembalut,Cash
17-12-2122,18:52:58,1O5J8F,2,buku tulis,Cash
17-12-2122,18:35:24,1O5J8E,3,bolpoin standart,Cash
17-12-2122,18:24:18,1O5J8D,4,buku gambar,GoFood
17-12-2122,18:19:58,1O5J8C,4,pensil,Cash
17-12-2122,16:48:16,1O5J8B,4,penghapus,Cash
17-12-2122,16:27:54,1O5J8A,4,rautan pensil,Cash
17-12-2122,16:12:59,1O5J89,4,sari roti,BCA
17-12-2122,15:54:38,1O5J88,4,mie,Cash
17-12-2122,15:31:49,1O5J87,4,kecap,Cash
17-12-2122,15:31:17,1O5J86,4,saos,Cash
17-12-2122,15:22:11,1O5J85,5,es cream,Cash
17-12-2122,14:53:57,1O5J84,5,pie susu,Cash
17-12-2122,14:24:19,1O5J83,5,risol,Cash
17-12-2122,14:15:38,1O5J82,5,martabak,Cash
17-12-2122,13:55:44,1O5J81,5,floridina,Cash
17-12-2122,13:53:14,1O5J81,5,iso plus,Cash
17-12-2122,13:41:15,1O5J7Z,5,golda,BCA
17-12-2122,13:28:11,1O5J7Y,6,nutrisari,Cash
17-12-2122,13:15:52,1O5J7X,6,teh rio,Other
17-12-2122,13:11:33,1O5J7W,6,kopikap,Cash
17-12-2122,12:51:11,1O5J7V,6,roti aoka,Cash
17-12-2122,12:47:31,1O5J7U,6,sari gandum,Cash
17-12-2122,12:44:14,1O5J7T,6,taro,Cash
17-12-2122,12:32:34,1O5J7S,6,qitela,Cash
17-12-2122,11:41:51,1O5J7R,6,choki choki,Cash
17-12-2122,11:44:41,1O5J7Q,7,bengbeng,Cash
17-12-2122,9:26:31,1O5J7P,7,nabati,Cash
17-12-2122,8:57:52,1O5J7O,7,"arem""",Gopay
17-12-2122,8:33:48,1O5J7N,7,nasi ayam,GrabFood
17-12-2122,8:24:43,1O5J7M,7,chocolatos,Cash
16-12-2122,23:41:33,1O5J7L,7,kopi good day,Cash
16-12-2122,23:33:54,1O5J7K,7,teh pucuk,Cash
16-12-2122,23:18:11,1O5J7J,8,aqua 351ml,Mandiri
16-12-2122,23:16:33,1O5J7I,8,good time,BRI
16-12-2122,22:37:22,1O5J7H,8,sarden,Cash
16-12-2122,22:28:52,1O5J7G,8,telur,Cash
16-12-2122,22:12:41,1O5J7F,8,es teh,Other EDC
16-12-2122,21:43:54,1O5J7E,8,susu cokelat,Cash
16-12-2122,21:28:15,1O5J7D,8,susu vanilla,Gopay
16-12-2122,21:12:47,1O5J7C,8,nagasari,Cash
16-12-2122,21:12:41,1O5J7B,9,usus crispy,Mandiri
16-12-2122,19:59:55,1O5J7A,9,nextar,Other
16-12-2122,19:53:29,1O5J79,9,pembalut,Cash
16-12-2122,19:42:56,1O5J78,9,buku tulis,Cash
16-12-2122,19:29:59,1O5J77,9,bolpoin standart,Cash
16-12-2122,19:17:56,1O5J76,9,buku gambar,Cash
16-12-2122,17:19:28,1O5J75,9,pensil,Cash
16-12-2122,16:51:15,1O5J74,11,penghapus,Cash
16-12-2122,16:51:38,1O5J73,11,rautan pensil,Cash
16-12-2122,16:11:27,1O5J72,11,sari roti,Cash
16-12-2122,16:13:14,1O5J71,11,mie,Gopay
16-12-2122,16:11:25,1O5J71,11,kecap,BCA
16-12-2122,15:54:59,1O5J6Z,11,saos,Cash
16-12-2122,15:35:16,1O5J6Y,1,es cream,Gopay
16-12-2122,15:24:11,1O5J6X,2,pie susu,BCA
16-12-2122,15:21:18,1O5J6W,3,risol,Cash
16-12-2122,15:16:32,1O5J6V,4,martabak,Other
16-12-2122,15:14:45,1O5J6U,2,floridina,Cash
16-12-2122,15:13:38,1O5J6T,4,iso plus,Cash
16-12-2122,15:11:12,1O5J6S,1,golda,Cash
16-12-2122,14:57:17,1O5J6R,2,nutrisari,BCA
16-12-2122,14:36:39,1O5J6Q,3,teh rio,Cash
16-12-2122,12:38:16,1O5J6P,4,kopikap,Gopay
16-12-2122,11:57:19,1O5J6O,5,roti aoka,Gopay
16-12-2122,11:55:58,1O5J6N,2,sari gandum,Cash
16-12-2122,11:53:21,1O5J6M,4,taro,Gopay
16-12-2122,11:36:18,1O5J6L,4,qitela,Cash
16-12-2122,11:11:25,1O5J6K,4,choki choki,Cash
16-12-2122,11:48:13,1O5J6J,4,bengbeng,Cash
16-12-2122,9:19:11,1O5J6I,4,nabati,Gopay
16-12-2122,8:51:25,1O5J6H,4,basreng,Cash
16-12-2122,8:47:38,1O5J6G,4,mie lidi,Cash
16-12-2122,8:46:59,1O5J6F,4,macroni pedas manis,Cash
16-12-2122,8:11:18,1O5J6E,5,bon cabe(bubuk cabe),Cash
15-12-2122,22:55:27,1O5J6D,5,pepsodent,Cash
15-12-2122,22:35:11,1O5J6C,5,head&shoulder,Gopay
15-12-2122,22:21:13,1O5J6B,5,"arem""",Cash
15-12-2122,21:41:48,1O5J6A,5,nasi ayam,Cash
15-12-2122,21:41:18,1O5J69,5,chocolatos,BRI
15-12-2122,21:39:21,1O5J69,5,kopi good day,BRI
15-12-2122,21:38:11,1O5J68,6,teh pucuk,Cash
15-12-2122,21:25:11,1O5J67,6,aqua 351ml,GrabFood
15-12-2122,21:21:43,1O5J66,6,good time,Cash
15-12-2122,19:51:44,1O5J65,6,sarden,Cash
15-12-2122,19:49:52,1O5J64,6,telur,Gopay
15-12-2122,18:17:11,1O5J63,6,es teh,Cash
15-12-2122,17:14:26,1O5J62,6,susu cokelat,Cash
15-12-2122,16:57:23,1O5J61,6,susu vanilla,Gopay
15-12-2122,16:48:11,1O5J61,7,nagasari,BCA
15-12-2122,15:38:33,1O5J5Z,7,usus crispy,Cash
15-12-2122,15:34:42,1O5J5Y,7,nextar,Cash
15-12-2122,15:27:56,1O5J5X,7,pembalut,Cash
15-12-2122,15:16:21,1O5J5W,7,buku tulis,Cash
15-12-2122,14:38:34,1O5J5V,7,bolpoin standart,Cash
15-12-2122,14:11:14,1O5J5U,7,buku gambar,Cash
15-12-2122,12:11:34,1O5J5T,7,pensil,Cash
15-12-2122,11:11:18,1O5J5S,8,penghapus,Gopay
15-12-2122,11:13:19,1O5J5R,8,rautan pensil,Cash
15-12-2122,11:48:11,1O5J5Q,8,sari roti,Cash
15-12-2122,11:31:35,1O5J5P,8,mie,Gopay
15-12-2122,9:38:17,1O5J5O,8,kecap,Cash
15-12-2122,9:26:17,1O5J5N,8,saos,Gopay
15-12-2122,9:14:45,1O5J5M,8,es cream,Cash
14-12-2122,22:33:58,1O5J5L,9,pie susu,BNI
14-12-2122,21:46:57,1O5J5K,9,risol,Gopay
14-12-2122,21:11:17,1O5J5J,9,martabak,Cash
14-12-2122,19:41:48,1O5J5I,9,floridina,Cash
14-12-2122,18:54:52,1O5J5H,9,iso plus,BCA
14-12-2122,18:39:55,1O5J5G,9,golda,Cash
14-12-2122,18:33:17,1O5J5F,9,nutrisari,BCA
14-12-2122,18:12:45,1O5J5E,9,teh rio,Other
14-12-2122,18:19:58,1O5J5D,11,kopikap,Cash
14-12-2122,18:17:14,1O5J5C,1,roti aoka,Other
14-12-2122,17:42:43,1O5J5B,2,sari gandum,GoFood
14-12-2122,17:22:15,1O5J5A,3,taro,Cash
14-12-2122,17:18:36,1O5J59,4,qitela,Gopay
14-12-2122,17:14:12,1O5J58,2,choki choki,Cash
14-12-2122,16:45:45,1O5J57,4,bengbeng,Shopeepay
14-12-2122,16:44:36,1O5J56,1,nabati,Cash
14-12-2122,16:39:44,1O5J55,2,basreng,Gopay
14-12-2122,16:21:16,1O5J54,3,mie lidi,Cash
14-12-2122,16:18:33,1O5J53,4,macroni pedas manis,Gopay
14-12-2122,16:18:11,1O5J52,5,bon cabe(bubuk cabe),Gopay
14-12-2122,16:12:33,1O5J51,2,pepsodent,Cash
14-12-2122,15:56:13,1O5J51,4,head&shoulder,Cash
14-12-2122,15:55:44,1O5J4Z,4,lifebuoy(sabun mandi cair),Cash
14-12-2122,15:34:47,1O5J4Y,4,lifebuoy(shampoo),Cash
14-12-2122,15:11:46,1O5J4X,4,"arem""",Other
14-12-2122,14:55:38,1O5J4W,4,nasi ayam,BCA
14-12-2122,14:52:16,1O5J4V,4,chocolatos,Other
14-12-2122,14:51:26,1O5J4U,4,kopi good day,Other EDC
14-12-2122,14:51:21,1O5J4T,4,teh pucuk,Cash
14-12-2122,14:48:18,1O5J4S,5,aqua 351ml,Cash
14-12-2122,14:47:13,1O5J4R,5,good time,Cash
14-12-2122,14:45:53,1O5J4Q,5,sarden,Cash
14-12-2122,14:41:41,1O5J4P,5,telur,Other
14-12-2122,14:31:24,1O5J4O,1,es teh,Cash
14-12-2122,14:29:36,1O5J4N,2,susu cokelat,Cash
14-12-2122,14:21:31,1O5J4M,3,susu vanilla,Cash
14-12-2122,14:21:16,1O5J4L,4,nagasari,Cash
14-12-2122,14:11:54,1O5J4K,2,usus crispy,Cash
14-12-2122,14:11:18,1O5J4J,4,nextar,Cash
14-12-2122,13:45:49,1O5J4I,1,pembalut,Cash
14-12-2122,12:36:18,1O5J4H,2,buku tulis,Other
14-12-2122,12:34:28,1O5J4G,3,bolpoin standart,Other
14-12-2122,12:17:36,1O5J4F,4,buku gambar,Cash
14-12-2122,11:51:41,1O5J4E,5,pensil,Gopay
14-12-2122,11:19:45,1O5J4D,2,penghapus,BCA
14-12-2122,11:15:11,1O5J4C,4,rautan pensil,Cash
14-12-2122,11:37:51,1O5J4B,4,sari roti,Cash
14-12-2122,11:32:44,1O5J4A,4,mie,Gopay
14-12-2122,8:43:39,1O5J49,4,kecap,GrabFood
14-12-2122,8:42:14,1O5J48,4,saos,Cash
14-12-2122,8:22:55,1O5J47,4,es cream,Cash
13-12-2122,23:51:11,1O5J46,4,pie susu,Cash
13-12-2122,23:16:38,1O5J45,4,risol,Cash
13-12-2122,22:58:17,1O5J44,5,martabak,BCA
13-12-2122,22:12:25,1O5J43,5,floridina,BCA
13-12-2122,21:59:36,1O5J42,1,iso plus,Cash
13-12-2122,21:58:44,1O5J41,2,golda,Gopay
13-12-2122,21:15:11,1O5J41,3,nutrisari,Cash
13-12-2122,19:39:24,1O5J3Z,4,teh rio,Cash
13-12-2122,19:32:53,1O5J3Y,2,kopikap,BCA
13-12-2122,19:29:19,1O5J3X,4,roti aoka,Mandiri
13-12-2122,19:19:51,1O5J3W,1,sari gandum,BNI
13-12-2122,19:15:55,1O5J3V,2,taro,GoFood
13-12-2122,18:39:41,1O5J3U,3,qitela,Cash
13-12-2122,16:49:54,1O5J3T,4,choki choki,Cash
13-12-2122,16:27:45,1O5J3S,5,bengbeng,Cash
13-12-2122,16:19:33,1O5J3R,2,nabati,Cash
13-12-2122,16:11:21,1O5J3Q,4,basreng,BCA
13-12-2122,15:55:56,1O5J3P,4,mie lidi,Other
13-12-2122,14:46:15,1O5J3O,4,macroni pedas manis,Mandiri
13-12-2122,13:41:27,1O5J3N,4,bon cabe(bubuk cabe),Cash
13-12-2122,13:27:11,1O5J3M,4,pepsodent,GoFood
13-12-2122,13:14:16,1O5J3L,4,head&shoulder,Cash
13-12-2122,12:58:36,1O5J3K,4,lifebuoy(sabun mandi cair),Cash
13-12-2122,11:47:11,1O5J3J,4,lifebuoy(shampoo),Cash
13-12-2122,11:46:43,1O5J3I,5,shinzui(sabun mandi),Cash
13-12-2122,11:21:56,1O5J3H,5,biore(sabun muka),Cash
13-12-2122,11:51:39,1O5J3G,5,lifebuoy(sabun mandi batangan),Cash
13-12-2122,11:42:45,1O5J3F,5,sunlight,Gopay
13-12-2122,11:39:38,1O5J3E,5,lux(sabun mandi),Gopay
13-12-2122,11:11:51,1O5J3D,5,sunsilk(shampoo),Gopay
13-12-2122,9:52:49,1O5J3C,5,pantene(shampoo),Cash
13-12-2122,9:17:19,1O5J3B,6,lux(sabun mandi),Cash
13-12-2122,8:28:41,1O5J3A,6,biore(sabun mandi),GrabFood
12-12-2122,21:51:14,1O5J39,6,kacang sukro,BNI
12-12-2122,21:44:54,1O5J38,6,kuaci,BNI
12-12-2122,21:27:37,1O5J37,6,kacang kulit,Mandiri
12-12-2122,21:56:51,1O5J36,6,lays,Cash
12-12-2122,21:31:19,1O5J35,6,chitato,BCA
12-12-2122,21:13:45,1O5J34,6,superstar,Cash
12-12-2122,21:11:49,1O5J33,7,momogi,Cash
12-12-2122,19:53:41,1O5J32,7,yupi,BCA
12-12-2122,19:51:16,1O5J31,7,astor,Cash
12-12-2122,19:49:24,1O5J31,7,siip,Gopay
12-12-2122,19:45:11,1O5J2Z,7,helo panda,Cash
12-12-2122,19:41:23,1O5J2Y,7,poki poki,BCA
12-12-2122,19:37:35,1O5J2X,7,top,Cash
12-12-2122,19:35:11,1O5J2W,7,oreo,Cash
12-12-2122,19:33:14,1O5J2V,8,selai olai,BCA
12-12-2122,19:25:31,1O5J2U,1,gery salut,Cash
12-12-2122,19:15:51,1O5J2T,2,malkis roma,Cash
12-12-2122,19:12:15,1O5J2S,3,tik tik,Cash
12-12-2122,19:18:51,1O5J2R,4,krisbee,Gopay
12-12-2122,18:41:11,1O5J2Q,2,sponge,Cash
12-12-2122,18:38:56,1O5J2P,4,chocopie,Other
12-12-2122,18:37:18,1O5J2O,1,jetz,Other
12-12-2122,18:34:19,1O5J2N,2,chiki ball,Cash
12-12-2122,18:11:51,1O5J2M,3,chitato lite,Cash
12-12-2122,17:44:56,1O5J2L,4,kusuka,Cash
12-12-2122,17:42:47,1O5J2K,5,piattos,Gopay
12-12-2122,17:36:43,1O5J2J,2,time break,Cash
12-12-2122,17:21:49,1O5J2I,4,tango,Cash
12-12-2122,17:11:46,1O5J2H,4,fanta,Other
12-12-2122,16:59:11,1O5J2G,4,sprite,Cash
12-12-2122,16:47:17,1O5J2F,4,roma arden,Cash
12-12-2122,16:45:42,1O5J2E,4,kalpa,Cash
12-12-2122,16:41:16,1O5J2D,4,le minerale,Other
12-12-2122,15:53:31,1O5J2C,4,mizone,Cash
12-12-2122,15:36:47,1O5J2B,4,pocari sweat,Gopay
12-12-2122,15:31:12,1O5J2A,5,tim tam,Other EDC
12-12-2122,14:56:19,1O5J29,5,tisu,GoFood
12-12-2122,14:25:12,1O5J28,5,kapas,GrabFood
12-12-2122,14:23:55,1O5J27,5,pembersih muka,Gopay
12-12-2122,13:18:46,1O5J26,5,marina hand&body,Cash
12-12-2122,13:18:11,1O5J25,5,lovely hand&body,Other
12-12-2122,13:11:56,1O5J24,5,vaseline hand&body,Cash
12-12-2122,12:51:46,1O5J23,6,citra hand&body,GoFood
12-12-2122,11:58:37,1O5J22,6,nivea deodorant,Cash
12-12-2122,11:52:31,1O5J21,6,nivea hand&body,Gopay
12-12-2122,11:39:28,1O5J21,6,rexona,Cash
12-12-2122,11:18:43,1O5J1Z,6,posh body spray,BRI
12-12-2122,11:57:41,1O5J1Y,6,clear shampoo,Mandiri
12-12-2122,11:54:41,1O5J1X,6,posh deodorant,Mandiri
12-12-2122,11:21:11,1O5J1W,6,bellagio parfume,Mandiri
12-12-2122,11:12:48,1O5J1V,7,fres parfume,Cash
12-12-2122,11:13:22,1O5J1U,7,vitalis parfume,Gopay
12-12-2122,9:28:49,1O5J1T,7,fresh tea,Cash
12-12-2122,9:26:58,1O5J1S,7,cassablanca prafume,Gopay
12-12-2122,9:11:34,1O5J1R,1,eskulin parfume,Gopay
12-12-2122,9:11:11,1O5J1Q,2,evangeline parfume,BCA
12-12-2122,9:11:44,1O5J1Q,3,marina parfume,BCA
12-12-2122,9:11:35,1O5J1P,4,izi parfume,Gopay
12-12-2122,8:55:13,1O5J1O,2,permen relaxa,Gopay
12-12-2122,8:51:34,1O5J1N,4,permen kopiko,Cash
12-12-2122,8:49:33,1O5J1M,1,Permen blaster,Cash
12-12-2122,8:48:21,1O5J1L,2,Permen tamarin,Gopay
12-12-2122,8:29:28,1O5J1K,3,Permen kiss,Cash
11-12-2122,22:44:14,1O5J1J,4,Permen big babel,Cash
11-12-2122,22:14:34,1O5J1I,5,Permen hot hot,Gopay
11-12-2122,21:46:19,1O5J1H,2,Permen milkita,Gopay
11-12-2122,21:12:51,1O5J1G,4,kue cucur,Cash
11-12-2122,19:58:11,1O5J1F,4,kue lapis,Cash
11-12-2122,19:11:41,1O5J1E,4,kopi abc,Cash
11-12-2122,19:18:18,1O5J1D,4,kopi kapal api,Cash
11-12-2122,19:16:46,1O5J1C,4,kerupuk kulit,BNI
11-12-2122,18:58:36,1O5J1B,4,"arem""",Gopay
11-12-2122,18:55:32,1O5J1A,4,nasi ayam,Cash
11-12-2122,18:38:23,1O5J19,4,chocolatos,Cash
11-12-2122,17:41:45,1O5J18,5,kopi good day,Cash
11-12-2122,17:33:18,1O5J17,5,teh pucuk,Cash
11-12-2122,17:26:51,1O5J16,5,aqua 351ml,Cash
11-12-2122,17:24:48,1O5J15,5,good time,Cash
11-12-2122,17:14:16,1O5J14,5,sarden,Gopay
11-12-2122,17:19:16,1O5J13,5,telur,Cash
11-12-2122,16:56:18,1O5J12,5,es teh,Cash
11-12-2122,16:51:13,1O5J11,6,susu cokelat,Cash
11-12-2122,16:43:26,1O5J11,6,susu vanilla,Cash
11-12-2122,16:35:42,1O5J1Z,6,nagasari,Gopay
11-12-2122,15:21:18,1O5J1Y,6,usus crispy,Cash
11-12-2122,15:18:55,1O5J1X,6,nextar,Cash
11-12-2122,15:17:46,1O5J1W,6,pembalut,Cash
11-12-2122,15:16:11,1O5J1V,6,buku tulis,BCA
11-12-2122,14:44:21,1O5J1U,6,bolpoin standart,Cash
11-12-2122,14:41:12,1O5J1T,1,buku gambar,Cash
11-12-2122,14:16:18,1O5J1S,2,pensil,BCA
11-12-2122,13:58:41,1O5J1R,3,penghapus,Cash
11-12-2122,13:46:15,1O5J1Q,4,rautan pensil,Cash
11-12-2122,13:41:51,1O5J1P,2,sari roti,Gopay
11-12-2122,13:35:44,1O5J1O,4,mie,Cash
11-12-2122,13:34:12,1O5J1N,1,kecap,GrabFood
11-12-2122,13:31:11,1O5J1M,2,saos,Gopay
11-12-2122,13:23:21,1O5J1L,3,es cream,BRI
11-12-2122,12:53:13,1O5J1K,4,pie susu,Other
11-12-2122,12:51:17,1O5J1J,5,risol,Other
11-12-2122,12:31:25,1O5J1I,2,martabak,Other
11-12-2122,12:28:42,1O5J1H,4,floridina,Other
11-12-2122,12:25:48,1O5J1G,4,iso plus,Other
11-12-2122,12:24:38,1O5J1F,4,golda,BNI
11-12-2122,12:21:17,1O5J1E,4,nutrisari,BNI
11-12-2122,9:55:47,1O5J1D,4,teh rio,Cash
11-12-2122,1:16:44,1O5J1C,4,kopikap,Gopay
11-12-2122,23:21:25,1O5J1B,4,roti aoka,Cash
11-12-2122,23:14:11,1O5J1A,4,sari gandum,Cash
11-12-2122,22:32:23,1O5J19,5,taro,Gopay
11-12-2122,22:23:31,1O5J18,5,qitela,Cash
11-12-2122,22:16:11,1O5J17,5,choki choki,Cash
11-12-2122,21:43:14,1O5J16,5,bengbeng,Cash
11-12-2122,21:41:47,1O5J15,5,nabati,Cash
11-12-2122,21:38:57,1O5J14,5,basreng,Cash
11-12-2122,21:31:18,1O5J13,5,mie lidi,Cash
11-12-2122,21:29:41,1O5J12,6,macroni pedas manis,Gopay
11-12-2122,21:24:55,1O5J11,6,bon cabe(bubuk cabe),Cash
11-12-2122,21:19:51,1O5J11,6,pepsodent,Cash
11-12-2122,21:16:52,1O5IZZ,6,head&shoulder,Gopay
11-12-2122,21:14:17,1O5IZY,6,lifebuoy(sabun mandi cair),Cash
11-12-2122,21:59:57,1O5IZX,6,lifebuoy(shampoo),Cash
11-12-2122,21:41:51,1O5IZW,1,shinzui(sabun mandi),Gopay
11-12-2122,21:41:12,1O5IZV,2,biore(sabun muka),Gopay
11-12-2122,21:18:12,1O5IZU,3,lifebuoy(sabun mandi batangan),Gopay
11-12-2122,21:13:38,1O5IZT,4,sunlight,Gopay
11-12-2122,21:19:17,1O5IZS,2,lux(sabun mandi),Cash
11-12-2122,19:45:15,1O5IZR,4,sunsilk(shampoo),Gopay
11-12-2122,19:42:29,1O5IZQ,1,pantene(shampoo),Cash
11-12-2122,19:31:16,1O5IZP,2,lux(sabun mandi),Cash
11-12-2122,19:15:58,1O5IZO,3,biore(sabun mandi),Gopay
11-12-2122,19:14:11,1O5IZN,4,kacang sukro,Gopay
11-12-2122,18:51:52,1O5IZM,5,kuaci,Cash
11-12-2122,18:39:12,1O5IZL,2,kacang kulit,Gopay
11-12-2122,17:24:43,1O5IZK,4,lays,Cash
11-12-2122,17:16:57,1O5IZJ,4,chitato,Gopay
11-12-2122,16:47:26,1O5IZI,4,superstar,Cash
11-12-2122,15:41:32,1O5IZH,4,momogi,BRI
11-12-2122,15:39:17,1O5IZG,4,yupi,Cash
11-12-2122,15:19:28,1O5IZF,4,astor,Cash
11-12-2122,15:18:18,1O5IZE,4,siip,Cash
11-12-2122,15:14:58,1O5IZD,4,helo panda,Cash
11-12-2122,14:55:41,1O5IZC,5,poki poki,Gopay
11-12-2122,14:18:39,1O5IZB,5,top,Cash
11-12-2122,14:19:14,1O5IZA,5,oreo,Cash
11-12-2122,13:58:39,1O5IZ9,5,selai olai,BCA
11-12-2122,13:45:14,1O5IZ8,5,gery salut,Cash
11-12-2122,13:42:41,1O5IZ7,5,malkis roma,Gopay
